yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2013,2013.0,Re-Export,Jordan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",83987626.0,,31.1667049,36.941628,-36.8535712,174.7456809
2013,2013.0,Re-Export,Jordan,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4339.0,,31.1667049,36.941628,26.1551249,50.5344606
2013,2013.0,Re-Export,Jordan,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",190418.0,,31.1667049,36.941628,50.6402809,4.6667145
2013,2013.0,Re-Export,Jordan,Bosnia Herzegovina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21127.0,,31.1667049,36.941628,44.3053476,17.5961467
2013,2013.0,Re-Export,Jordan,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",35211.0,,31.1667049,36.941628,61.0666922,-107.991707
2013,2013.0,Re-Export,Jordan,Chile,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",53166.0,,31.1667049,36.941628,-31.7613365,-71.3187697
2013,2013.0,Re-Export,Jordan,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",210679.0,,31.1667049,36.941628,35.000074,104.999927
2013,2013.0,Re-Export,Jordan,Congo,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",41941.0,,31.1667049,36.941628,-2.9814344,23.8222636
2013,2013.0,Re-Export,Jordan,Ethiopia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",24648.0,,31.1667049,36.941628,10.2116702,38.6521203
2013,2013.0,Re-Export,Jordan,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",704226.0,,31.1667049,36.941628,46.603354,1.8883335
2013,2013.0,Re-Export,Jordan,Gabon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",23989.0,,31.1667049,36.941628,-0.8999695,11.6899699
2013,2013.0,Re-Export,Jordan,State of Palestine,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",169297.0,,31.1667049,36.941628,31.46242095,34.262716572130714
2013,2013.0,Re-Export,Jordan,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",161570.0,,31.1667049,36.941628,51.1638175,10.4478313
2013,2013.0,Re-Export,Jordan,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21127.0,,31.1667049,36.941628,47.1817585,19.5060937
2013,2013.0,Re-Export,Jordan,Iraq,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2824543.0,,31.1667049,36.941628,33.0955793,44.1749775
