yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2016,2016,Import,Qatar,World,10,Cereals,279597431,25.3336984,51.2295295,-36.8535712,174.7456809
2016,2016,Import,Qatar,Argentina,10,Cereals,14634362,25.3336984,51.2295295,-34.9964963,-64.9672817
2016,2016,Import,Qatar,Australia,10,Cereals,19093159,25.3336984,51.2295295,-24.7761086,134.755
2016,2016,Import,Qatar,Bangladesh,10,Cereals,14603,25.3336984,51.2295295,24.4769288,90.2934413
2016,2016,Import,Qatar,Bolivia (Plurinational State of),10,Cereals,75260,25.3336984,51.2295295,,
2016,2016,Import,Qatar,Brazil,10,Cereals,3811428,25.3336984,51.2295295,-10.3333333,-53.2
2016,2016,Import,Qatar,Canada,10,Cereals,5632739,25.3336984,51.2295295,61.0666922,-107.991707
2016,2016,Import,Qatar,Sri Lanka,10,Cereals,133688,25.3336984,51.2295295,7.5554942,80.7137847
2016,2016,Import,Qatar,France,10,Cereals,28986383,25.3336984,51.2295295,46.603354,1.8883335
2016,2016,Import,Qatar,Greece,10,Cereals,176790,25.3336984,51.2295295,38.9953683,21.9877132
2016,2016,Import,Qatar,Italy,10,Cereals,206574,25.3336984,51.2295295,42.6384261,12.674297
2016,2016,Import,Qatar,Japan,10,Cereals,25777,25.3336984,51.2295295,36.5748441,139.2394179
2016,2016,Import,Qatar,Jordan,10,Cereals,63306,25.3336984,51.2295295,31.1667049,36.941628
2016,2016,Import,Qatar,Lebanon,10,Cereals,28672,25.3336984,51.2295295,33.8750629,35.843409
2016,2016,Import,Qatar,Oman,10,Cereals,556088,25.3336984,51.2295295,21.0000287,57.0036901
2016,2016,Import,Qatar,Pakistan,10,Cereals,19539791,25.3336984,51.2295295,30.3308401,71.247499
2016,2016,Import,Qatar,Peru,10,Cereals,134226,25.3336984,51.2295295,-6.8699697,-75.0458515
2016,2016,Import,Qatar,Philippines,10,Cereals,55478,25.3336984,51.2295295,12.7503486,122.7312101
2016,2016,Import,Qatar,Portugal,10,Cereals,175439,25.3336984,51.2295295,39.6621648,-8.1353519
2016,2016,Import,Qatar,Romania,10,Cereals,9577387,25.3336984,51.2295295,45.9852129,24.6859225
2016,2016,Import,Qatar,Russian Federation,10,Cereals,36057104,25.3336984,51.2295295,64.6863136,97.7453061
2016,2016,Import,Qatar,Saudi Arabia,10,Cereals,110778,25.3336984,51.2295295,25.6242618,42.3528328
2016,2016,Import,Qatar,India,10,Cereals,108260710,25.3336984,51.2295295,22.3511148,78.6677428
2016,2016,Import,Qatar,Viet Nam,10,Cereals,6217009,25.3336984,51.2295295,15.9266657,107.9650855
2016,2016,Import,Qatar,South Africa,10,Cereals,56866,25.3336984,51.2295295,-28.8166236,24.991639
2016,2016,Import,Qatar,Spain,10,Cereals,29486,25.3336984,51.2295295,39.3260685,-4.8379791
2016,2016,Import,Qatar,Sudan,10,Cereals,170027,25.3336984,51.2295295,14.5844444,29.4917691
2016,2016,Import,Qatar,Thailand,10,Cereals,4143593,25.3336984,51.2295295,14.8971921,100.83273
2016,2016,Import,Qatar,United Arab Emirates,10,Cereals,1513900,25.3336984,51.2295295,24.0002488,53.9994829
2016,2016,Import,Qatar,Turkey,10,Cereals,348751,25.3336984,51.2295295,38.9597594,34.9249653
2016,2016,Import,Qatar,Ukraine,10,Cereals,11703118,25.3336984,51.2295295,49.4871968,31.2718321
2016,2016,Import,Qatar,Egypt,10,Cereals,1057368,25.3336984,51.2295295,26.2540493,29.2675469
2016,2016,Import,Qatar,United Kingdom,10,Cereals,39768,25.3336984,51.2295295,54.7023545,-3.2765753
2016,2016,Import,Qatar,United Rep. of Tanzania,10,Cereals,4021450,25.3336984,51.2295295,,
2016,2016,Import,Qatar,USA,10,Cereals,2866980,25.3336984,51.2295295,,
2016,2016,Import,Qatar,Uruguay,10,Cereals,79355,25.3336984,51.2295295,-32.8755548,-56.0201525
2017,2017,Import,Qatar,World,10,Cereals,267738796,25.3336984,51.2295295,-36.8535712,174.7456809
2017,2017,Import,Qatar,Argentina,10,Cereals,9480251,25.3336984,51.2295295,-34.9964963,-64.9672817
2017,2017,Import,Qatar,Australia,10,Cereals,7470786,25.3336984,51.2295295,-24.7761086,134.755
2017,2017,Import,Qatar,Bangladesh,10,Cereals,63278,25.3336984,51.2295295,24.4769288,90.2934413
2017,2017,Import,Qatar,Belgium,10,Cereals,6156,25.3336984,51.2295295,50.6402809,4.6667145
2017,2017,Import,Qatar,Bolivia (Plurinational State of),10,Cereals,40194,25.3336984,51.2295295,,
2017,2017,Import,Qatar,Brazil,10,Cereals,3,25.3336984,51.2295295,-10.3333333,-53.2
2017,2017,Import,Qatar,Bulgaria,10,Cereals,64414,25.3336984,51.2295295,42.6073975,25.4856617
2017,2017,Import,Qatar,Cambodia,10,Cereals,9737,25.3336984,51.2295295,12.5433216,104.8144914
2017,2017,Import,Qatar,Canada,10,Cereals,464133,25.3336984,51.2295295,61.0666922,-107.991707
2017,2017,Import,Qatar,Sri Lanka,10,Cereals,247276,25.3336984,51.2295295,7.5554942,80.7137847
2017,2017,Import,Qatar,China,10,Cereals,7078,25.3336984,51.2295295,35.000074,104.999927
2017,2017,Import,Qatar,Ecuador,10,Cereals,11730,25.3336984,51.2295295,-1.3397668,-79.3666965
2017,2017,Import,Qatar,France,10,Cereals,29941,25.3336984,51.2295295,46.603354,1.8883335
2017,2017,Import,Qatar,Germany,10,Cereals,2337,25.3336984,51.2295295,51.1638175,10.4478313
2017,2017,Import,Qatar,Greece,10,Cereals,171304,25.3336984,51.2295295,38.9953683,21.9877132
2017,2017,Import,Qatar,Iran,10,Cereals,856,25.3336984,51.2295295,32.6475314,54.5643516
2017,2017,Import,Qatar,Italy,10,Cereals,115349,25.3336984,51.2295295,42.6384261,12.674297
2017,2017,Import,Qatar,Japan,10,Cereals,54629,25.3336984,51.2295295,36.5748441,139.2394179
2017,2017,Import,Qatar,Jordan,10,Cereals,17470,25.3336984,51.2295295,31.1667049,36.941628
2017,2017,Import,Qatar,Rep. of Korea,10,Cereals,2318,25.3336984,51.2295295,,
2017,2017,Import,Qatar,Kuwait,10,Cereals,12487,25.3336984,51.2295295,29.2733964,47.4979476
2017,2017,Import,Qatar,Lebanon,10,Cereals,56751,25.3336984,51.2295295,33.8750629,35.843409
2017,2017,Import,Qatar,Malaysia,10,Cereals,40315,25.3336984,51.2295295,4.5693754,102.2656823
2017,2017,Import,Qatar,Rep. of Moldova,10,Cereals,114320,25.3336984,51.2295295,,
2017,2017,Import,Qatar,Morocco,10,Cereals,7608,25.3336984,51.2295295,31.1728205,-7.3362482
2017,2017,Import,Qatar,Oman,10,Cereals,45311,25.3336984,51.2295295,21.0000287,57.0036901
2017,2017,Import,Qatar,Netherlands,10,Cereals,1563,25.3336984,51.2295295,52.2434979,5.6343227
2017,2017,Import,Qatar,Pakistan,10,Cereals,17688620,25.3336984,51.2295295,30.3308401,71.247499
2017,2017,Import,Qatar,Paraguay,10,Cereals,396344,25.3336984,51.2295295,,
2017,2017,Import,Qatar,Peru,10,Cereals,69971,25.3336984,51.2295295,-6.8699697,-75.0458515
2017,2017,Import,Qatar,Philippines,10,Cereals,55321,25.3336984,51.2295295,12.7503486,122.7312101
2017,2017,Import,Qatar,Portugal,10,Cereals,224275,25.3336984,51.2295295,39.6621648,-8.1353519
2017,2017,Import,Qatar,Romania,10,Cereals,11372218,25.3336984,51.2295295,45.9852129,24.6859225
2017,2017,Import,Qatar,Russian Federation,10,Cereals,28202873,25.3336984,51.2295295,64.6863136,97.7453061
2017,2017,Import,Qatar,Saudi Arabia,10,Cereals,50343,25.3336984,51.2295295,25.6242618,42.3528328
2017,2017,Import,Qatar,Serbia,10,Cereals,1842,25.3336984,51.2295295,44.1534121,20.55144
2017,2017,Import,Qatar,India,10,Cereals,147363882,25.3336984,51.2295295,22.3511148,78.6677428
2017,2017,Import,Qatar,Singapore,10,Cereals,1031,25.3336984,51.2295295,1.357107,103.8194992
2017,2017,Import,Qatar,Viet Nam,10,Cereals,7503694,25.3336984,51.2295295,15.9266657,107.9650855
2017,2017,Import,Qatar,South Africa,10,Cereals,49873,25.3336984,51.2295295,-28.8166236,24.991639
2017,2017,Import,Qatar,Spain,10,Cereals,20284,25.3336984,51.2295295,39.3260685,-4.8379791
2017,2017,Import,Qatar,Sudan,10,Cereals,333591,25.3336984,51.2295295,14.5844444,29.4917691
2017,2017,Import,Qatar,Thailand,10,Cereals,4133427,25.3336984,51.2295295,14.8971921,100.83273
2017,2017,Import,Qatar,United Arab Emirates,10,Cereals,373660,25.3336984,51.2295295,24.0002488,53.9994829
2017,2017,Import,Qatar,Turkey,10,Cereals,58579,25.3336984,51.2295295,38.9597594,34.9249653
2017,2017,Import,Qatar,Ukraine,10,Cereals,26272232,25.3336984,51.2295295,49.4871968,31.2718321
2017,2017,Import,Qatar,Egypt,10,Cereals,755757,25.3336984,51.2295295,26.2540493,29.2675469
2017,2017,Import,Qatar,United Kingdom,10,Cereals,66145,25.3336984,51.2295295,54.7023545,-3.2765753
2017,2017,Import,Qatar,USA,10,Cereals,4026971,25.3336984,51.2295295,,
2017,2017,Import,Qatar,Uruguay,10,Cereals,74128,25.3336984,51.2295295,-32.8755548,-56.0201525
2017,2017,Import,Qatar,Yemen,10,Cereals,27472,25.3336984,51.2295295,16.3471243,47.8915271
2017,2017,Import,Qatar,"Areas, nes",10,Cereals,78641,25.3336984,51.2295295,,
