yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2017,2017,Import,Qatar,World,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",64064139,25.3336984,51.2295295,-36.8535712,174.7456809
2017,2017,Import,Qatar,Denmark,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",478391,25.3336984,51.2295295,55.670249,10.3333283
2017,2017,Import,Qatar,Ecuador,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",232,25.3336984,51.2295295,-1.3397668,-79.3666965
2017,2017,Import,Qatar,Fiji,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",94,25.3336984,51.2295295,,
2017,2017,Import,Qatar,France,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",2778517,25.3336984,51.2295295,46.603354,1.8883335
2017,2017,Import,Qatar,Germany,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",69726,25.3336984,51.2295295,51.1638175,10.4478313
2017,2017,Import,Qatar,Ghana,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",10382,25.3336984,51.2295295,8.0300284,-1.0800271
2017,2017,Import,Qatar,Greece,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",98384,25.3336984,51.2295295,38.9953683,21.9877132
2017,2017,Import,Qatar,Iceland,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",2948,25.3336984,51.2295295,64.9841821,-18.1059013
2017,2017,Import,Qatar,Indonesia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",277456,25.3336984,51.2295295,-2.4833826,117.8902853
2017,2017,Import,Qatar,Iran,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",4767,25.3336984,51.2295295,32.6475314,54.5643516
2017,2017,Import,Qatar,Ireland,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",13502,25.3336984,51.2295295,52.865196,-7.9794599
2017,2017,Import,Qatar,Italy,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1893552,25.3336984,51.2295295,42.6384261,12.674297
2017,2017,Import,Qatar,Japan,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",458580,25.3336984,51.2295295,36.5748441,139.2394179
2017,2017,Import,Qatar,Jordan,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",2241906,25.3336984,51.2295295,31.1667049,36.941628
2017,2017,Import,Qatar,Rep. of Korea,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",46057,25.3336984,51.2295295,,
2017,2017,Import,Qatar,Kuwait,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",812075,25.3336984,51.2295295,29.2733964,47.4979476
2017,2017,Import,Qatar,Lebanon,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",3088898,25.3336984,51.2295295,33.8750629,35.843409
2017,2017,Import,Qatar,Malaysia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",4522808,25.3336984,51.2295295,4.5693754,102.2656823
2017,2017,Import,Qatar,Mexico,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",2045,25.3336984,51.2295295,23.6585116,-102.0077097
2017,2017,Import,Qatar,"Other Asia, nes",16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",25187,25.3336984,51.2295295,,
2017,2017,Import,Qatar,Morocco,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",485889,25.3336984,51.2295295,31.1728205,-7.3362482
2017,2017,Import,Qatar,Oman,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",888358,25.3336984,51.2295295,21.0000287,57.0036901
2017,2017,Import,Qatar,Netherlands,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1429128,25.3336984,51.2295295,52.2434979,5.6343227
2017,2017,Import,Qatar,New Zealand,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",127755,25.3336984,51.2295295,-41.5000831,172.8344077
2017,2017,Import,Qatar,Nigeria,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",3425,25.3336984,51.2295295,9.6000359,7.9999721
2017,2017,Import,Qatar,Norway,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",124310,25.3336984,51.2295295,60.5000209,9.0999715
2017,2017,Import,Qatar,Pakistan,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",212,25.3336984,51.2295295,30.3308401,71.247499
2017,2017,Import,Qatar,Peru,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",11944,25.3336984,51.2295295,-6.8699697,-75.0458515
2017,2017,Import,Qatar,Philippines,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",4709358,25.3336984,51.2295295,12.7503486,122.7312101
2017,2017,Import,Qatar,Poland,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",335550,25.3336984,51.2295295,52.215933,19.134422
2017,2017,Import,Qatar,Portugal,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",22821,25.3336984,51.2295295,39.6621648,-8.1353519
2017,2017,Import,Qatar,Saudi Arabia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",3158058,25.3336984,51.2295295,25.6242618,42.3528328
2017,2017,Import,Qatar,India,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",856302,25.3336984,51.2295295,22.3511148,78.6677428
2017,2017,Import,Qatar,Singapore,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",503789,25.3336984,51.2295295,1.357107,103.8194992
2017,2017,Import,Qatar,Viet Nam,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",526519,25.3336984,51.2295295,15.9266657,107.9650855
2017,2017,Import,Qatar,Slovenia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",18851,25.3336984,51.2295295,45.8133113,14.4808369
2017,2017,Import,Qatar,South Africa,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1227923,25.3336984,51.2295295,-28.8166236,24.991639
2017,2017,Import,Qatar,Spain,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",264561,25.3336984,51.2295295,39.3260685,-4.8379791
2017,2017,Import,Qatar,Eswatini,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",3260,25.3336984,51.2295295,,
2017,2017,Import,Qatar,Sweden,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",3659,25.3336984,51.2295295,59.6749712,14.5208584
2017,2017,Import,Qatar,Switzerland,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",43219,25.3336984,51.2295295,46.7985624,8.2319736
2017,2017,Import,Qatar,Thailand,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",12616374,25.3336984,51.2295295,14.8971921,100.83273
2017,2017,Import,Qatar,United Arab Emirates,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",11916583,25.3336984,51.2295295,24.0002488,53.9994829
2017,2017,Import,Qatar,Tunisia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",209544,25.3336984,51.2295295,33.8439408,9.400138
2017,2017,Import,Qatar,Turkey,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",2392671,25.3336984,51.2295295,38.9597594,34.9249653
2017,2017,Import,Qatar,Ukraine,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",7616,25.3336984,51.2295295,49.4871968,31.2718321
2017,2017,Import,Qatar,Egypt,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",553049,25.3336984,51.2295295,26.2540493,29.2675469
2017,2017,Import,Qatar,United Kingdom,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",265821,25.3336984,51.2295295,54.7023545,-3.2765753
2017,2017,Import,Qatar,USA,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1122683,25.3336984,51.2295295,,
2017,2017,Import,Qatar,"Areas, nes",16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",120511,25.3336984,51.2295295,,
