yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2006,2006,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,143929,25.3336984,51.2295295,-16.85099460447687,133.4130365630627
2006,2006,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,525276,25.3336984,51.2295295,37.977378106878206,73.97804075806764
2006,2006,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,14229,25.3336984,51.2295295,17.925141963241547,-78.01492950057497
2006,2006,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Africa,Africa,32502,25.3336984,51.2295295,19.569604022535763,12.47761721199581
2006,2006,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,1883551,25.3336984,51.2295295,43.897683433510366,-100.08947125585888
2006,2006,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,557810,25.3336984,51.2295295,59.36075159783851,25.01346951967388
2006,2006,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,148594,25.3336984,51.2295295,10.528384761701911,103.08333472012376
2006,2006,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,79238,25.3336984,51.2295295,25.499703063807168,75.5024015339642
2006,2006,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,629541,25.3336984,51.2295295,40.12399607988535,20.742583178432696
2006,2006,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,16758,25.3336984,51.2295295,6.06272746187266,22.727528470146083
2006,2006,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,2207,25.3336984,51.2295295,26.42921218083572,52.86847103284948
2006,2006,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,1127374,25.3336984,51.2295295,47.92172048214207,7.866753258497997
2006,2006,Import,Qatar,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,9223644,25.3336984,51.2295295,,
