yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue,rtLat,rtLon,ptLon,ptLat
2021,2021,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Australia and New Zealand,Oceania,1004724,30.3308401,71.247499,-16.85099460447687,133.4130365630627
2021,2021,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Asia,Asia,38939805,30.3308401,71.247499,37.977378106878206,73.97804075806764
2021,2021,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Eastern Europe,Europe,29604,30.3308401,71.247499,51.67568633314729,27.673469819741847
2021,2021,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Egypt,Egypt,1352854,30.3308401,71.247499,,
2021,2021,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Latin America and the Caribbean,Americas,533456,30.3308401,71.247499,17.925141963241547,-78.01492950057497
2021,2021,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern America,Americas,4708671,30.3308401,71.247499,43.897683433510366,-100.08947125585888
2021,2021,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Northern Europe,Europe,10831737,30.3308401,71.247499,59.36075159783851,25.01346951967388
2021,2021,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,South-eastern Asia,Asia,5995786,30.3308401,71.247499,10.528384761701911,103.08333472012376
2021,2021,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Asia,Asia,84663,30.3308401,71.247499,25.499703063807168,75.5024015339642
2021,2021,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Southern Europe,Europe,1609199,30.3308401,71.247499,40.12399607988535,20.742583178432696
2021,2021,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Sub-Saharan Africa,Africa,177933,30.3308401,71.247499,6.06272746187266,22.727528470146083
2021,2021,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Asia,Asia,1728446,30.3308401,71.247499,26.42921218083572,52.86847103284948
2021,2021,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Western Europe,Europe,7267847,30.3308401,71.247499,47.92172048214207,7.866753258497997
2021,2021,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,World,World,81398755,30.3308401,71.247499,,
2021,2021,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Algeria, Algeria,57,30.3308401,71.247499,,
2021,2021,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Bahrain, Bahrain,2537,30.3308401,71.247499,,
2021,2021,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,Saudi Arabia, Saudi Arabia,1940816,30.3308401,71.247499,,
2021,2021,Import,Pakistan,35,Albuminoidal substances; modified starches; glues; enzymes,United Arab Emirates, United Arab Emirates,393845,30.3308401,71.247499,,
