yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
1994,1994,Export,Cyprus,95,"Toys, games, sports requisites",Eastern Asia,Asia,7550
1994,1994,Export,Cyprus,95,"Toys, games, sports requisites",Eastern Europe,Europe,210510
1994,1994,Export,Cyprus,95,"Toys, games, sports requisites",Northern Africa,Africa,134177
1994,1994,Export,Cyprus,95,"Toys, games, sports requisites",Northern America,Americas,26035
1994,1994,Export,Cyprus,95,"Toys, games, sports requisites",Northern Europe,Europe,2289
1994,1994,Export,Cyprus,95,"Toys, games, sports requisites",South-eastern Asia,Asia,565
1994,1994,Export,Cyprus,95,"Toys, games, sports requisites",Southern Europe,Europe,347775
1994,1994,Export,Cyprus,95,"Toys, games, sports requisites",Sub-Saharan Africa,Africa,1211
1994,1994,Export,Cyprus,95,"Toys, games, sports requisites",Western Asia,Asia,8936
1994,1994,Export,Cyprus,95,"Toys, games, sports requisites",Western Europe,Europe,6214
1994,1994,Export,Cyprus,95,"Toys, games, sports requisites",World,World,1257226
