yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2016,2016,Import,Comoros,World,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",377651,,,-36.8535712,174.7456809
2016,2016,Import,Comoros,Belgium,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",10968,,,50.6402809,4.6667145
2016,2016,Import,Comoros,Brunei Darussalam,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",269,,,,
2016,2016,Import,Comoros,China,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",77759,,,35.000074,104.999927
2016,2016,Import,Comoros,France,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",53900,,,46.603354,1.8883335
2016,2016,Import,Comoros,Rep. of Korea,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",11955,,,,
2016,2016,Import,Comoros,Madagascar,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",16541,,,-18.9249604,46.4416422
2016,2016,Import,Comoros,Mauritius,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",159,,,-20.2759451,57.5703566
2016,2016,Import,Comoros,Mozambique,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2641,,,,
2016,2016,Import,Comoros,Saudi Arabia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1214,,,25.6242618,42.3528328
2016,2016,Import,Comoros,Slovakia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",198,,,48.7411522,19.4528646
2016,2016,Import,Comoros,South Africa,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",144,,,-28.8166236,24.991639
2016,2016,Import,Comoros,Thailand,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",56,,,14.8971921,100.83273
2016,2016,Import,Comoros,United Arab Emirates,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",185425,,,24.0002488,53.9994829
2016,2016,Import,Comoros,Egypt,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",10136,,,26.2540493,29.2675469
2016,2016,Import,Comoros,United Rep. of Tanzania,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",6277,,,,
