yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2014,2014.0,Export,State of Palestine,World,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,1265259.0,,31.46242095,34.262716572130714,-36.8535712,174.7456809
2014,2014.0,Export,State of Palestine,Israel,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,1238101.0,,31.46242095,34.262716572130714,30.8124247,34.8594762
2014,2014.0,Export,State of Palestine,Jordan,63.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags,27158.0,,31.46242095,34.262716572130714,31.1667049,36.941628
