yr,periodDesc,rgDesc,rtTitle,cmdCode,cmdDescE,Subregion,Region,TradeValue
1995,1995,Export,Cyprus,24,Tobacco and manufactured tobacco substitutes,Central Asia,Asia,1695544
1995,1995,Export,Cyprus,24,Tobacco and manufactured tobacco substitutes,Eastern Asia,Asia,3180590
1995,1995,Export,Cyprus,24,Tobacco and manufactured tobacco substitutes,Eastern Europe,Europe,291004888
1995,1995,Export,Cyprus,24,Tobacco and manufactured tobacco substitutes,Latin America and the Caribbean,Americas,1129940
1995,1995,Export,Cyprus,24,Tobacco and manufactured tobacco substitutes,Northern Africa,Africa,7989992
1995,1995,Export,Cyprus,24,Tobacco and manufactured tobacco substitutes,Northern America,Americas,22103
1995,1995,Export,Cyprus,24,Tobacco and manufactured tobacco substitutes,Northern Europe,Europe,938759
1995,1995,Export,Cyprus,24,Tobacco and manufactured tobacco substitutes,South-eastern Asia,Asia,258243
1995,1995,Export,Cyprus,24,Tobacco and manufactured tobacco substitutes,Southern Europe,Europe,5816307
1995,1995,Export,Cyprus,24,Tobacco and manufactured tobacco substitutes,Sub-Saharan Africa,Africa,37894
1995,1995,Export,Cyprus,24,Tobacco and manufactured tobacco substitutes,Western Asia,Asia,2017209
1995,1995,Export,Cyprus,24,Tobacco and manufactured tobacco substitutes,Western Europe,Europe,3941366
1995,1995,Export,Cyprus,24,Tobacco and manufactured tobacco substitutes,World,World,359646944
