yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2017,2017,Import,Qatar,World,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",79763296,25.3336984,51.2295295,-36.8535712,174.7456809
2017,2017,Import,Qatar,Argentina,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",6760,25.3336984,51.2295295,-34.9964963,-64.9672817
2017,2017,Import,Qatar,Australia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",131125,25.3336984,51.2295295,-24.7761086,134.755
2017,2017,Import,Qatar,Austria,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1072451,25.3336984,51.2295295,47.59397,14.12456
2017,2017,Import,Qatar,Bangladesh,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",32087,25.3336984,51.2295295,24.4769288,90.2934413
2017,2017,Import,Qatar,Belgium,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",130745,25.3336984,51.2295295,50.6402809,4.6667145
2017,2017,Import,Qatar,Bosnia Herzegovina,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",6721,25.3336984,51.2295295,44.3053476,17.5961467
2017,2017,Import,Qatar,Brazil,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",529139,25.3336984,51.2295295,-10.3333333,-53.2
2017,2017,Import,Qatar,Bulgaria,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1887,25.3336984,51.2295295,42.6073975,25.4856617
2017,2017,Import,Qatar,Belarus,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",16878,25.3336984,51.2295295,53.4250605,27.6971358
2017,2017,Import,Qatar,Cambodia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",101,25.3336984,51.2295295,12.5433216,104.8144914
2017,2017,Import,Qatar,Canada,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",213715,25.3336984,51.2295295,61.0666922,-107.991707
2017,2017,Import,Qatar,Sri Lanka,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2486,25.3336984,51.2295295,7.5554942,80.7137847
2017,2017,Import,Qatar,China,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",19286995,25.3336984,51.2295295,35.000074,104.999927
